Season,Grade_Type,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Asf,Amm,Esp,Au
2017-18,Fantacalcio,C,CALVANO,Verona,13,5.81,5.77,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,BILLONG,Benevento,5,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,GUILHERME,Benevento,12,6.12,6.75,2,0,0,0,0,0,2,0,1,0,0
2017-18,Fantacalcio,C,SANDRO,Benevento,14,6.11,6.18,1,0,0,0,0,0,0,0,4,0,0
2017-18,Fantacalcio,C,MACHACH,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,DIABATE',Benevento,10,6.2,8.5,8,0,0,0,0,0,0,0,0,1,0
2017-18,Fantacalcio,A,AVENATTI,Bologna,9,5.5,5.44,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,LISANDRO LOPEZ,Inter,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,EVERTON LUIZ,SPAL,9,5.83,5.61,0,0,0,0,0,0,0,0,5,0,0
2017-18,Fantacalcio,D,LYKOGIANNIS,Cagliari,9,6,6.17,0,0,0,0,0,0,1,1,2,0,0
2017-18,Fantacalcio,A,CETER,Cagliari,5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,RAFINHA,Inter,16,6.41,6.88,2,0,0,0,0,0,2,0,1,0,0
2017-18,Fantacalcio,D,VUKOVIC,Verona,15,5.63,5.87,1,0,0,0,0,0,1,0,1,0,0
2017-18,Fantacalcio,A,ANTONUCCI,Roma,2,6,6.5,0,0,0,0,0,0,1,0,0,0,0
2017-18,Fantacalcio,C,MEDEIROS,Genoa,10,6.1,6.75,2,0,0,0,0,0,1,0,1,0,0
2017-18,Fantacalcio,C,DABO,Fiorentina,10,5.9,6.05,1,0,0,0,0,0,0,0,1,1,0
2017-18,Fantacalcio,D,SILVA J,Roma,2,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,AARONS,Verona,10,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,TOSCA,Benevento,13,5.62,5.58,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,TANASIJEVIC,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,EL YAMIQ,Genoa,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,DIABY,Crotone,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,BALDE',Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,BARROW,Atalanta,9,6.44,7.56,3,0,0,0,0,0,1,0,0,0,0
2017-18,Fantacalcio,D,SAGNA,Benevento,13,5.96,6.15,1,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,P,RAVAGLIA,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,VOLPICELLI,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,BUONGIORNO,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,CALIGARA,Cagliari,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,DANZI,Verona,5,5.4,5.3,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,D,PELLEGRINI LU,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,SPARANDEO,Benevento,1,5,4.5,0,0,0,0,0,0,0,0,1,0,0
2017-18,Fantacalcio,C,STIJEPOVIC,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,A,SANOGO,Benevento,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,C,TORRASI,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,Fantacalcio,D,RUTJENS,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,SPORTIELLO,Frosinone,35,6.1,4.2,0,64,0,0,0,0,0,0,5,0,0
2018-19,Italia,D,CONTI,Milan,9,5.78,5.83,0,0,0,0,0,0,2,0,3,0,0
2018-19,Italia,D,MASIELLO A,Atalanta,23,5.98,5.83,0,0,0,0,0,0,1,0,5,0,1
2018-19,Italia,C,CIGARINI,Cagliari,23,5.93,5.78,0,0,0,0,0,0,1,0,9,0,0
2018-19,Italia,C,D'ALESSANDRO,Udinese,20,5.95,5.92,0,0,0,0,0,0,1,0,3,0,0
2018-19,Italia,C,DE ROON,Atalanta,34,6.06,6.15,1,0,0,1,1,0,1,0,8,0,0
2018-19,Italia,A,GOMEZ A,Atalanta,35,6.33,7.14,7,0,0,0,0,0,9,1,5,0,0
2018-19,Italia,C,GRASSI,Parma,6,5.83,5.83,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,KURTIC,SPAL,30,6.12,6.73,6,0,0,0,0,0,3,2,9,0,0
2018-19,Italia,P,DA COSTA,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,MIRANTE,Roma,11,6.55,6.27,0,6,1,0,0,0,0,0,0,0,0
2018-19,Italia,D,FERRARI A,Sampdoria,6,5.75,5.58,0,0,0,0,0,0,0,0,2,0,0
2018-19,Italia,D,MAIETTA,Empoli,21,5.57,5.45,0,0,0,0,0,0,0,0,5,0,0
2018-19,Italia,D,MBAYE,Bologna,23,5.74,5.89,2,0,0,0,0,0,0,0,5,0,0
2018-19,Italia,D,ROSSETTINI,Chievo,21,5.6,5.48,0,0,0,0,0,0,0,0,5,0,0
2018-19,Italia,C,BRIGHI,Empoli,6,6,6.42,1,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,C,CRISETIG,Frosinone,7,5.57,5.36,0,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,C,DIAWARA,Napoli,11,5.77,5.59,0,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,C,RIZZO,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,GAGLIOLO,Parma,34,5.91,5.72,0,0,0,0,0,0,1,0,7,0,2
2018-19,Italia,D,ROMAGNOLI S,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,SPOLLI,Genoa,7,5.5,5.07,0,0,0,0,0,0,0,0,2,0,1
2018-19,Italia,C,DI GAUDIO,Parma,11,5.59,5.59,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,LOLLO,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,A,LASAGNA,Udinese,34,5.76,6.21,6,0,0,1,0,1,1,0,2,0,0
2018-19,Italia,P,SECULIN,Chievo,2,5.75,2.25,0,7,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,CACCIATORE,Cagliari,14,5.82,5.86,0,0,0,0,0,0,2,0,3,0,0
2018-19,Italia,D,CESAR,Chievo,13,5.5,5.62,1,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,D,FREY,Chievo,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,GOBBI,Parma,15,5.43,5.4,0,0,0,0,0,0,1,0,3,0,0
2018-19,Italia,D,MATTIELLO,Bologna,16,5.62,5.75,1,0,0,0,0,0,1,0,2,1,0
2018-19,Italia,C,BIRSA,Cagliari,26,5.85,6.13,1,0,0,1,1,0,1,1,1,0,0
2018-19,Italia,C,CASTRO,Cagliari,12,6.04,6.5,1,0,0,0,0,0,3,0,1,0,0
2018-19,Italia,C,HETEMAJ,Chievo,28,5.68,5.73,2,0,0,0,0,0,0,0,9,0,0
2018-19,Italia,C,RADOVANOVIC,Genoa,35,5.76,5.63,0,0,0,0,0,0,0,0,9,0,0
2018-19,Italia,C,RIGONI N,Chievo,24,5.56,5.4,0,0,0,0,0,0,1,0,8,1,0
2018-19,Italia,A,INGLESE,Parma,24,6.1,7.25,7,0,0,2,2,0,2,0,3,0,0
2018-19,Italia,A,MEGGIORINI,Chievo,24,5.62,5.88,2,0,0,1,1,0,0,0,6,0,0
2018-19,Italia,A,PALOSCHI,SPAL,17,5.68,5.94,2,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,A,PELLISSIER,Chievo,14,6.14,6.82,3,0,0,2,1,1,1,0,1,0,0
2018-19,Italia,P,SKORUPSKI,Bologna,38,6.08,4.59,0,56,0,0,0,0,0,0,1,0,0
2018-19,Italia,D,BARBA,Chievo,30,5.7,5.55,0,0,0,0,0,0,0,0,5,2,0
2018-19,Italia,D,HYSAJ,Napoli,25,5.74,5.74,0,0,0,0,0,0,2,0,4,0,0
2018-19,Italia,D,LAURINI,Fiorentina,13,5.73,5.58,0,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,D,MARIO RUI,Napoli,19,5.89,5.95,1,0,0,0,0,0,1,0,4,1,0
2018-19,Italia,D,TONELLI,Sampdoria,19,5.84,5.74,1,0,0,0,0,0,0,0,6,0,1
2018-19,Italia,C,DIOUSSE',Chievo,14,5.86,5.68,0,0,0,0,0,0,0,0,5,0,0
2018-19,Italia,C,KRUNIC,Empoli,33,6.03,6.53,5,0,0,0,0,0,6,0,7,1,0
2018-19,Italia,C,SAPONARA,Sampdoria,21,6.1,6.5,2,0,0,0,0,0,4,0,3,0,0
2018-19,Italia,C,ZIELINSKI,Napoli,36,6.12,6.6,6,0,0,0,0,0,2,0,6,0,0
2018-19,Italia,A,MCHEDLIDZE,Empoli,7,5.79,5.86,0,0,0,0,0,0,1,0,1,0,0
2018-19,Italia,A,PUCCIARELLI,Chievo,8,5.31,5.25,0,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,P,SEPE,Parma,37,6.11,4.45,0,59,0,0,0,0,0,0,1,0,1
2018-19,Italia,D,PASQUAL,Empoli,20,5.8,6,0,0,0,1,1,0,1,1,2,0,0
2018-19,Italia,D,TOMOVIC,Chievo,10,5.6,5.85,1,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,C,BADELJ,Lazio,22,5.84,5.75,1,0,0,0,0,0,0,0,6,0,1
2018-19,Italia,C,BORJA VALERO,Inter,23,5.96,5.89,0,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,C,CAPEZZI,Empoli,10,5.65,5.3,0,0,0,0,0,0,0,0,3,0,1
2018-19,Italia,C,DIAKHATE,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,ILICIC,Atalanta,31,6.4,7.56,12,0,0,1,0,1,4,2,4,1,0
2018-19,Italia,C,VECINO,Inter,27,5.87,6.09,3,0,0,0,0,0,1,0,8,0,0
2018-19,Italia,A,BABACAR,Sassuolo,26,5.88,6.77,5,0,0,2,2,0,2,0,0,0,0
2018-19,Italia,C,BERNARDESCHI,Juventus,25,6.1,6.32,2,0,0,0,0,0,1,2,5,1,0
2018-19,Italia,D,CIOFANI M,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,CHIBSAH,Frosinone,31,5.82,5.84,1,0,0,0,0,0,0,0,5,0,0
2018-19,Italia,C,GORI,Frosinone,7,5.93,5.71,0,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,C,PAGANINI,Frosinone,13,5.92,6.31,2,0,0,0,0,0,0,0,2,0,0
2018-19,Italia,C,SAMMARCO,Frosinone,8,5.75,6.06,1,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,C,SODDIMO,Frosinone,7,5.71,5.71,0,0,0,0,0,0,1,0,2,0,0
2018-19,Italia,A,CIOFANI D,Frosinone,28,5.86,6.45,3,0,0,2,2,0,2,0,1,0,0
2018-19,Italia,A,DIONISI,Frosinone,6,5.83,6.17,1,0,0,0,0,0,0,0,2,0,0
2018-19,Italia,A,VERDE,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,DONNARUMMA AN,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,PERIN,Juventus,9,5.89,4.94,0,8,0,0,0,0,0,0,1,0,0
2018-19,Italia,D,DE MAIO,Udinese,22,5.89,5.91,1,0,0,0,0,0,0,0,3,1,0
2018-19,Italia,D,IZZO,Torino,37,6.3,6.57,4,0,0,0,0,0,1,0,6,0,0
2018-19,Italia,C,KUCKA,Parma,18,5.94,6.56,3,0,0,1,1,0,2,0,4,1,0
2018-19,Italia,C,LAXALT,Milan,13,5.73,5.65,0,0,0,0,0,0,0,0,2,0,0
2018-19,Italia,C,LAZOVIC,Genoa,33,5.98,6.35,3,0,0,0,0,0,3,1,2,0,0
2018-19,Italia,C,PEROTTI,Roma,13,6.08,7.12,2,0,0,3,3,0,0,0,3,0,0
2018-19,Italia,C,RINCON,Torino,33,6.06,6.11,3,0,0,0,0,0,0,0,15,0,0
2018-19,Italia,D,GHIGLIONE,Frosinone,9,5.78,5.89,1,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,A,PANDEV,Genoa,21,6.02,6.57,4,0,0,0,0,0,2,0,6,0,0
2018-19,Italia,A,PAVOLETTI,Cagliari,32,6.19,7.62,16,0,0,0,0,0,1,0,6,0,0
2018-19,Italia,P,BERNI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,HANDANOVIC,Inter,38,6.21,5.34,0,33,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,ANDREOLLI,Chievo,10,5.35,5.2,0,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,D,BIRAGHI,Fiorentina,36,5.86,5.97,1,0,0,0,0,0,5,0,8,0,0
2018-19,Italia,D,D'AMBROSIO,Inter,29,5.88,6.12,2,0,0,0,0,0,4,0,6,0,0
2018-19,Italia,D,DIMARCO,Parma,11,6,6.09,1,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,D,JUAN JESUS,Roma,18,5.78,5.72,1,0,0,0,0,0,0,0,4,0,1
2018-19,Italia,D,MIRANDA,Inter,14,5.75,5.64,0,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,D,RANOCCHIA,Inter,2,6,5.75,0,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,D,SANTON,Roma,13,5.77,5.85,0,0,0,0,0,0,1,0,0,0,0
2018-19,Italia,C,BESSA,Genoa,32,5.89,5.92,1,0,0,0,0,0,1,1,8,0,0
2018-19,Italia,C,BROZOVIC,Inter,32,5.98,6.02,2,0,0,0,0,0,0,1,10,1,0
2018-19,Italia,D,SCHELOTTO,Chievo,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,BIABIANY,Parma,17,5.65,5.53,0,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,A,ICARDI,Inter,29,5.91,7.09,6,0,0,6,5,1,4,0,0,0,0
2018-19,Italia,A,PALACIO,Bologna,28,6.27,6.7,3,0,0,0,0,0,6,0,6,0,0
2018-19,Italia,D,BARZAGLI,Juventus,4,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,BONUCCI,Juventus,29,5.97,6.24,3,0,0,0,0,0,0,0,2,0,0
2018-19,Italia,D,CACERES,Juventus,12,5.75,5.71,0,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,D,CHIELLINI,Juventus,23,6.37,6.48,1,0,0,0,0,0,1,0,3,0,0
2018-19,Italia,D,RUGANI,Juventus,15,5.83,6.13,2,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,D,ASAMOAH,Inter,32,6,5.94,0,0,0,0,0,0,1,0,6,0,0
2018-19,Italia,C,KHEDIRA,Juventus,10,6,6.6,2,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,MARCHISIO,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,PADOIN,Cagliari,28,5.79,5.79,0,0,0,0,0,0,1,0,2,0,0
2018-19,Italia,C,STURARO,Genoa,5,5.5,5.9,1,0,0,0,0,0,0,0,0,1,0
2018-19,Italia,A,CERRI,Cagliari,14,5.5,5.39,0,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,A,DYBALA,Juventus,27,6.06,6.67,4,0,0,1,1,0,2,0,2,0,0
2018-19,Italia,A,MANDZUKIC,Juventus,25,6.3,7.54,9,0,0,0,0,0,6,0,4,0,0
2018-19,Italia,A,ZAZA,Torino,26,5.75,6.13,4,0,0,0,0,0,3,0,8,1,0
2018-19,Italia,P,BERISHA E,Atalanta,18,6.06,4.64,0,25,0,0,0,0,0,0,1,0,0
2018-19,Italia,P,GUERRIERI,Lazio,1,5,2,0,3,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,MARCHETTI,Genoa,4,5.75,3.12,0,10,0,0,0,0,0,0,1,0,0
2018-19,Italia,D,BASTA,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,DE VRIJ,Inter,28,6.09,6.2,2,0,0,0,0,0,0,0,2,0,1
2018-19,Italia,D,PATRIC,Lazio,14,5.79,5.75,0,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,D,RADU,Lazio,28,5.79,5.73,0,0,0,0,0,0,1,0,5,0,0
2018-19,Italia,C,BIGLIA,Milan,15,5.9,6,1,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,C,CANDREVA,Inter,11,6,6.27,1,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,CATALDI,Lazio,11,6.09,6.64,2,0,0,0,0,0,0,1,2,0,0
2018-19,Italia,C,LULIC,Lazio,35,5.94,6.24,4,0,0,0,0,0,1,0,5,0,0
2018-19,Italia,C,PAROLO,Lazio,32,6,6.38,4,0,0,0,0,0,3,0,7,0,0
2018-19,Italia,A,DJORDJEVIC,Chievo,12,5.58,5.79,1,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,A,KEITA B,Inter,21,6,6.74,5,0,0,0,0,0,2,0,1,1,0
2018-19,Italia,P,DONNARUMMA G,Milan,35,6.33,5.47,0,31,1,0,0,0,0,0,4,0,0
2018-19,Italia,D,ABATE,Milan,18,6.06,5.94,0,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,D,ANTONELLI,Empoli,12,5.88,5.92,0,0,0,0,0,0,1,0,1,0,0
2018-19,Italia,D,CALABRIA,Milan,25,5.92,5.98,1,0,0,0,0,0,1,0,5,0,0
2018-19,Italia,D,DE SCIGLIO,Juventus,20,6.05,6.05,0,0,0,0,0,0,1,0,2,0,0
2018-19,Italia,D,SIMIC S,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,VERGARA,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,ZAPATA C,Milan,12,6.12,5.96,0,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,C,BERTOLACCI,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,BONAVENTURA,Milan,8,6.19,7.31,3,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,MAURI J,Milan,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,MONTOLIVO,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,POLI,Bologna,28,6.02,6.39,4,0,0,0,0,0,1,0,5,0,0
2018-19,Italia,A,SUSO,Milan,35,6.14,6.86,7,0,0,0,0,0,9,0,8,1,0
2018-19,Italia,C,VERDI,Napoli,18,5.83,6.5,2,0,0,1,1,0,3,0,0,0,0
2018-19,Italia,A,MATRI,Sassuolo,15,5.73,6.07,2,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,A,NIANG,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,A,PETAGNA,SPAL,36,6.08,7.31,10,0,0,6,6,0,0,0,8,0,0
2018-19,Italia,P,GABRIEL,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,RAFAEL CABRAL,Sampdoria,2,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,REINA,Milan,4,6.38,5.12,0,5,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,ALBIOL,Napoli,19,5.79,5.84,1,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,D,GHOULAM,Napoli,15,6,6.33,1,0,0,0,0,0,2,1,2,0,0
2018-19,Italia,D,KOULIBALY,Napoli,35,6.29,6.33,2,0,0,0,0,0,1,0,9,1,0
2018-19,Italia,D,LUPERTO,Napoli,10,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,STRINIC,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,ALLAN,Napoli,33,6.21,6.21,1,0,0,0,0,0,2,0,10,0,0
2018-19,Italia,C,DEZI,Parma,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,HAMSIK,Napoli,13,6,5.96,0,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,C,VALDIFIORI,SPAL,13,5.81,5.77,0,0,0,0,0,0,0,1,3,0,0
2018-19,Italia,A,CALLEJON,Napoli,33,6.2,6.76,3,0,0,0,0,0,9,1,1,0,0
2018-19,Italia,A,GABBIADINI,Sampdoria,16,5.94,6.59,4,0,0,0,0,0,1,0,5,0,0
2018-19,Italia,A,HIGUAIN,Milan,15,5.93,6.87,6,0,0,1,0,1,1,0,2,1,0
2018-19,Italia,A,INSIGNE,Napoli,28,6.16,7.16,9,0,0,2,1,1,5,0,6,1,0
2018-19,Italia,A,MERTENS,Napoli,35,6.29,7.93,15,0,0,1,1,0,8,2,1,0,0
2018-19,Italia,P,SORRENTINO,Chievo,31,6.35,4.58,0,60,2,0,0,0,0,0,2,0,0
2018-19,Italia,D,GOLDANIGA,Frosinone,29,5.59,5.62,1,0,0,0,0,0,1,0,6,0,0
2018-19,Italia,D,GONZALEZ G,Bologna,11,5.59,5.59,0,0,0,0,0,0,1,0,2,0,0
2018-19,Italia,C,HILJEMARK,Genoa,15,5.67,5.87,1,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,RIGONI L,Parma,22,5.68,5.84,2,0,0,0,0,0,0,0,5,0,0
2018-19,Italia,A,BELOTTI,Torino,37,6.22,7.31,10,0,0,6,5,1,1,0,5,0,0
2018-19,Italia,A,LA GUMINA,Empoli,17,5.82,6.26,2,0,0,0,0,0,2,0,1,0,0
2018-19,Italia,P,SZCZESNY,Juventus,28,6.11,5.5,0,20,1,0,0,0,0,0,0,0,0
2018-19,Italia,D,MANOLAS,Roma,27,6.13,6.13,1,0,0,0,0,0,0,0,6,0,0
2018-19,Italia,D,ROMAGNOLI A,Milan,32,6.22,6.23,2,0,0,0,0,0,0,0,5,1,1
2018-19,Italia,C,DE ROSSI,Roma,18,6.14,6.28,1,0,0,0,0,0,1,0,3,0,0
2018-19,Italia,D,FLORENZI,Roma,29,6.03,6.31,3,0,0,0,0,0,1,1,4,1,0
2018-19,Italia,C,NAINGGOLAN,Inter,28,6.18,6.88,6,0,0,0,0,0,3,0,3,0,0
2018-19,Italia,C,PJANIC,Juventus,30,6.03,6.28,2,0,0,0,0,0,2,3,5,1,0
2018-19,Italia,C,STROOTMAN,Roma,1,6,6,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,C,UCAN,Empoli,7,5.93,6.43,1,0,0,0,0,0,1,0,1,0,0
2018-19,Italia,A,DESTRO,Bologna,9,6.11,7.39,4,0,0,0,0,0,1,0,3,0,0
2018-19,Italia,A,GERVINHO,Parma,29,6.14,7.29,11,0,0,0,0,0,2,0,3,0,0
2018-19,Italia,A,IAGO FALQUE,Torino,25,6.28,7.14,6,0,0,0,0,0,3,1,1,0,0
2018-19,Italia,A,LJAJIC,Torino,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,A,SANABRIA,Genoa,14,5.68,6.07,3,0,0,1,0,1,0,0,1,0,0
2018-19,Italia,P,VIVIANO,SPAL,17,6.29,4.82,0,25,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,DE SILVESTRI,Torino,31,6.03,6.32,2,0,0,0,0,0,4,0,2,0,0
2018-19,Italia,D,REGINI,SPAL,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,SALAMON,Frosinone,20,5.82,5.75,0,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,D,SILVESTRE,Empoli,34,5.85,5.88,2,0,0,0,0,0,0,0,6,0,1
2018-19,Italia,D,ZUKANOVIC,Genoa,24,5.73,5.62,0,0,0,0,0,0,0,0,5,0,0
2018-19,Italia,C,BARRETO,Sampdoria,11,6.09,6.18,0,0,0,0,0,0,2,0,2,0,0
2018-19,Italia,C,CORREA,Lazio,34,6.28,6.79,5,0,0,0,0,0,5,0,5,0,0
2018-19,Italia,A,MURIEL,Fiorentina,19,5.95,6.87,6,0,0,0,0,0,0,0,1,0,0
2018-19,Italia,P,CONSIGLI,Sassuolo,36,6.22,4.86,0,56,3,0,0,0,0,0,2,1,0
2018-19,Italia,P,PEGOLO,Sassuolo,3,6,4.5,0,4,0,0,0,0,0,0,1,0,0
2018-19,Italia,D,ACERBI,Lazio,37,6.14,6.31,3,0,0,0,0,0,0,0,3,1,0
2018-19,Italia,D,ARIAUDO,Frosinone,19,5.74,5.58,0,0,0,0,0,0,0,0,2,0,1
2018-19,Italia,D,DELL'ORCO,Empoli,14,5.93,6.18,1,0,0,0,0,0,1,0,1,0,0
2018-19,Italia,D,GAZZOLA,Parma,16,5.78,5.88,1,0,0,0,0,0,0,0,3,0,0
2018-19,Italia,D,PELUSO,Sassuolo,16,5.75,5.78,1,0,0,0,0,0,0,0,5,0,0
2018-19,Italia,D,TERRANOVA,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,VRSALJKO,Inter,9,6.06,6.17,0,0,0,0,0,0,2,0,2,0,0
2018-19,Italia,C,DUNCAN,Sassuolo,24,6.1,6.6,4,0,0,0,0,0,4,0,6,1,0
2018-19,Italia,C,MAGNANELLI,Sassuolo,23,5.96,5.85,0,0,0,0,0,0,0,0,3,1,0
2018-19,Italia,C,MISSIROLI,SPAL,34,5.99,5.85,0,0,0,0,0,0,0,0,9,0,0
2018-19,Italia,C,PELLEGRINI LO,Roma,25,6.12,6.4,2,0,0,0,0,0,2,2,6,0,0
2018-19,Italia,A,BERARDI,Sassuolo,35,6.09,6.76,7,0,0,1,1,0,2,1,5,1,0
2018-19,Italia,A,FALCINELLI,Bologna,11,5.45,5.55,0,0,0,0,0,0,1,0,0,0,0
2018-19,Italia,A,FLOCCARI,SPAL,15,6.03,6.63,3,0,0,0,0,0,1,0,3,0,0
2018-19,Italia,A,POLITANO,Inter,36,6.03,6.5,5,0,0,0,0,0,4,1,4,1,0
2018-19,Italia,A,SANSONE N,Bologna,14,5.96,6.5,2,0,0,0,0,0,4,0,3,1,0
2018-19,Italia,P,GOMIS A,SPAL,20,6.08,4.72,0,27,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,ICHAZO,Torino,3,5.83,5.17,0,2,0,0,0,0,0,0,0,0,0
2018-19,Italia,P,PADELLI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Italia,D,MAKSIMOVIC,Napoli,17,5.97,5.85,0,0,0,0,0,0,0,0,4,0,0
2018-19,Italia,D,MOLINARO,Frosinone,14,5.64,5.57,0,0,0,0,0,0,0,0,2,0,0
2018-19,Italia,D,MORETTI,Torino,23,5.93,5.83,0,0,0,0,0,0,0,0,5,0,0
